country,unit,year,value,flag
Puerto Rico,Tonnes - live weight,2020,11.0,E
Qatar,Tonnes - live weight,2020,22.8,A
Republic of Korea,Tonnes - live weight,2020,2334232.2,A
Republic of Moldova,Tonnes - live weight,2020,12600.0,E
Réunion,Tonnes - live weight,2020,38.0,E
Romania,Tonnes - live weight,2020,12200.0,E
Russian Federation,Tonnes - live weight,2020,291194.0,A
Rwanda,Tonnes - live weight,2020,7058.6,A
Saint Kitts and Nevis,Tonnes - live weight,2020,3.5,E
Saint Lucia,Tonnes - live weight,2020,91.89,A
Saint Pierre and Miquelon,Tonnes - live weight,2020,0.0,A
Saint Vincent and the Grenadines,Tonnes - live weight,2020,13.07,A
Samoa,Tonnes - live weight,2020,10.014,E
Saudi Arabia,Tonnes - live weight,2020,99906.6,A
Senegal,Tonnes - live weight,2020,1100.0,A
Serbia,Tonnes - live weight,2020,6010.26,A
Seychelles,Tonnes - live weight,2020,0.0,A
Sierra Leone,Tonnes - live weight,2020,115.0,E
Singapore,Tonnes - live weight,2020,4828.849,A
Slovakia,Tonnes - live weight,2020,2296.0,A
Slovenia,Tonnes - live weight,2020,1672.6,A
Solomon Islands,Tonnes - live weight,2020,5507.0,E
South Africa,Tonnes - live weight,2020,9753.01,A
South Sudan,Tonnes - live weight,2020,40.0,E
Spain,Tonnes - live weight,2020,276626.84,A
Sri Lanka,Tonnes - live weight,2020,42118.9,A
Sudan,Tonnes - live weight,2020,9000.0,E
Suriname,Tonnes - live weight,2020,37.0,E
Sweden,Tonnes - live weight,2020,12190.3,A
Switzerland,Tonnes - live weight,2020,2358.1,A
Syrian Arab Republic,Tonnes - live weight,2020,1855.0,E
Taiwan Province of China,Tonnes - live weight,2020,278503.2,A
Tajikistan,Tonnes - live weight,2020,775.0,E
Thailand,Tonnes - live weight,2020,1011538.0,A
Timor-Leste,Tonnes - live weight,2020,1060.0,E
Togo,Tonnes - live weight,2020,730.0,A
Tonga,Tonnes - live weight,2020,105.2,E
Trinidad and Tobago,Tonnes - live weight,2020,4.2,A
Tunisia,Tonnes - live weight,2020,23631.1,A
Türkiye,Tonnes - live weight,2020,421411.0,A
Turkmenistan,Tonnes - live weight,2020,150.0,E
Turks and Caicos Islands,Tonnes - live weight,2020,0.0,A
Tuvalu,Tonnes - live weight,2020,1.0,E
Uganda,Tonnes - live weight,2020,123897.0,A
Ukraine,Tonnes - live weight,2020,18567.797,A
United Arab Emirates,Tonnes - live weight,2020,3047.779,A
United Kingdom of Great Britain and Northern Ireland,Tonnes - live weight,2020,220327.2,A
United Republic of Tanzania,Tonnes - live weight,2020,18886.16,A
"United Republic of Tanzania, Zanzibar",Tonnes - live weight,2020,87867.0,A
United States of America,Tonnes - live weight,2020,448574.6,A
United States Virgin Islands,Tonnes - live weight,2020,8.0,E
Uruguay,Tonnes - live weight,2020,97.8,E
Uzbekistan,Tonnes - live weight,2020,98003.0,E
Vanuatu,Tonnes - live weight,2020,3.08,A
Venezuela (Bolivarian Republic of),Tonnes - live weight,2020,40261.0,E
Viet Nam,Tonnes - live weight,2020,4681435.0,A
Yemen,Tonnes - live weight,2020,10.0,E
Zambia,Tonnes - live weight,2020,45670.0,A
Zimbabwe,Tonnes - live weight,2020,21276.34,A
