country,unit,year,value,flag
Democratic Republic of the Congo,Tonnes - live weight,2019,4290.0,E
Denmark,Tonnes - live weight,2019,40221.49,A
Dominica,Tonnes - live weight,2019,0.0,E
Dominican Republic,Tonnes - live weight,2019,3165.0,E
Ecuador,Tonnes - live weight,2019,695850.0,A
Egypt,Tonnes - live weight,2019,1641949.0,A
El Salvador,Tonnes - live weight,2019,9944.05,A
Equatorial Guinea,Tonnes - live weight,2019,15.0,E
Eritrea,Tonnes - live weight,2019,4.0,E
Estonia,Tonnes - live weight,2019,1061.971,A
Eswatini,Tonnes - live weight,2019,100.0,E
Ethiopia,Tonnes - live weight,2019,430.0,A
Falkland Islands (Malvinas),Tonnes - live weight,2019,0.0,A
Faroe Islands,Tonnes - live weight,2019,95085.0,E
Fiji,Tonnes - live weight,2019,305.0,E
Finland,Tonnes - live weight,2019,15295.8,A
France,Tonnes - live weight,2019,196151.36,A
French Guiana,Tonnes - live weight,2019,2.0,E
French Polynesia,Tonnes - live weight,2019,1879.386,A
Gabon,Tonnes - live weight,2019,62.0,E
Gambia,Tonnes - live weight,2019,33.0,E
Georgia,Tonnes - live weight,2019,2444.7,A
Germany,Tonnes - live weight,2019,40756.0,A
Ghana,Tonnes - live weight,2019,52360.0,E
Greece,Tonnes - live weight,2019,128821.58,A
Grenada,Tonnes - live weight,2019,22.5,E
Guadeloupe,Tonnes - live weight,2019,25.0,E
Guam,Tonnes - live weight,2019,105.0,E
Guatemala,Tonnes - live weight,2019,31000.0,E
Guinea,Tonnes - live weight,2019,806.2,A
Guinea-Bissau,Tonnes - live weight,2019,20.0,E
Guyana,Tonnes - live weight,2019,243.02,A
Haiti,Tonnes - live weight,2019,1555.0,E
Honduras,Tonnes - live weight,2019,68100.0,E
Hungary,Tonnes - live weight,2019,17283.305,A
Iceland,Tonnes - live weight,2019,34054.8,A
India,Tonnes - live weight,2019,7933000.0,E
Indonesia,Tonnes - live weight,2019,1.5425627E7,A
Iran (Islamic Republic of),Tonnes - live weight,2019,458131.0,A
Iraq,Tonnes - live weight,2019,22269.0,A
Ireland,Tonnes - live weight,2019,37913.7,A
Israel,Tonnes - live weight,2019,16940.0,E
Italy,Tonnes - live weight,2019,132377.8,E
Jamaica,Tonnes - live weight,2019,1161.45,A
Japan,Tonnes - live weight,2019,946642.8,A
Jordan,Tonnes - live weight,2019,1940.0,E
Kazakhstan,Tonnes - live weight,2019,6933.1,A
Kenya,Tonnes - live weight,2019,20270.0,E
Kiribati,Tonnes - live weight,2019,2.0,E
Kuwait,Tonnes - live weight,2019,467.84,A
Kyrgyzstan,Tonnes - live weight,2019,4300.0,E
Lao People's Democratic Republic,Tonnes - live weight,2019,123000.0,E
Latvia,Tonnes - live weight,2019,608.64,A
Lebanon,Tonnes - live weight,2019,940.0,E
Lesotho,Tonnes - live weight,2019,2550.0,E
Liberia,Tonnes - live weight,2019,855.0,E
Libya,Tonnes - live weight,2019,10.0,E
Lithuania,Tonnes - live weight,2019,4214.648,A
Madagascar,Tonnes - live weight,2019,14105.41,A
Malawi,Tonnes - live weight,2019,8262.0,A
Malaysia,Tonnes - live weight,2019,412281.03,A
Mali,Tonnes - live weight,2019,6985.0,A
Malta,Tonnes - live weight,2019,13823.701,A
Marshall Islands,Tonnes - live weight,2019,0.072,E
Martinique,Tonnes - live weight,2019,43.0,A
Mauritius,Tonnes - live weight,2019,3251.2,A
Mayotte,Tonnes - live weight,2019,15.0,E
Mexico,Tonnes - live weight,2019,303646.72,A
Micronesia (Federated States of),Tonnes - live weight,2019,0.5,E
Montenegro,Tonnes - live weight,2019,1074.0,A
Morocco,Tonnes - live weight,2019,1598.109,A
Mozambique,Tonnes - live weight,2019,2468.0,A
Myanmar,Tonnes - live weight,2019,1082198.6,A
Namibia,Tonnes - live weight,2019,388.961,A
Nauru,Tonnes - live weight,2019,0.3,A
Nepal,Tonnes - live weight,2019,71252.0,A
Netherlands (Kingdom of the),Tonnes - live weight,2019,46430.0,E
New Caledonia,Tonnes - live weight,2019,1491.881,A
New Zealand,Tonnes - live weight,2019,114582.0,A
Nicaragua,Tonnes - live weight,2019,29523.3,E
Niger,Tonnes - live weight,2019,351.642,A
Nigeria,Tonnes - live weight,2019,289543.0,A
Northern Mariana Islands,Tonnes - live weight,2019,42.0,E
North Macedonia,Tonnes - live weight,2019,1955.5,E
Norway,Tonnes - live weight,2019,1453042.4,A
Oman,Tonnes - live weight,2019,1054.0,A
Pakistan,Tonnes - live weight,2019,160744.0,A
Palau,Tonnes - live weight,2019,17.0,E
Palestine,Tonnes - live weight,2019,630.0,A
Panama,Tonnes - live weight,2019,7225.217,A
Papua New Guinea,Tonnes - live weight,2019,2271.0,E
Paraguay,Tonnes - live weight,2019,12750.0,A
Peru,Tonnes - live weight,2019,161278.61,A
Philippines,Tonnes - live weight,2019,2358238.5,A
Poland,Tonnes - live weight,2019,44719.0,A
Portugal,Tonnes - live weight,2019,13690.77,A
Puerto Rico,Tonnes - live weight,2019,16.0,E
Qatar,Tonnes - live weight,2019,22.0,A
Republic of Korea,Tonnes - live weight,2019,2399720.0,A
Republic of Moldova,Tonnes - live weight,2019,12680.0,E
Réunion,Tonnes - live weight,2019,38.0,E
Romania,Tonnes - live weight,2019,12847.787,A
Russian Federation,Tonnes - live weight,2019,248293.0,A
Rwanda,Tonnes - live weight,2019,3850.0,A
Saint Kitts and Nevis,Tonnes - live weight,2019,2.5,E
Saint Lucia,Tonnes - live weight,2019,119.722,A
Saint Pierre and Miquelon,Tonnes - live weight,2019,0.0,A
Saint Vincent and the Grenadines,Tonnes - live weight,2019,0.24,A
Samoa,Tonnes - live weight,2019,15.3,E
Saudi Arabia,Tonnes - live weight,2019,75562.8,A
Senegal,Tonnes - live weight,2019,1010.0,A
Serbia,Tonnes - live weight,2019,6806.77,A
Seychelles,Tonnes - live weight,2019,0.0,A
Sierra Leone,Tonnes - live weight,2019,100.0,E
Singapore,Tonnes - live weight,2019,5831.35,A
Slovakia,Tonnes - live weight,2019,2687.54,A
Slovenia,Tonnes - live weight,2019,2143.9,A
Solomon Islands,Tonnes - live weight,2019,5607.0,E
South Africa,Tonnes - live weight,2019,9224.32,A
South Sudan,Tonnes - live weight,2019,35.0,E
Spain,Tonnes - live weight,2019,311041.78,A
Sri Lanka,Tonnes - live weight,2019,34087.49,A
Sudan,Tonnes - live weight,2019,9000.0,E
Suriname,Tonnes - live weight,2019,69.5,A
Sweden,Tonnes - live weight,2019,11579.3,A
Switzerland,Tonnes - live weight,2019,2358.1,A
Syrian Arab Republic,Tonnes - live weight,2019,2150.0,E
Taiwan Province of China,Tonnes - live weight,2019,292484.47,A
Tajikistan,Tonnes - live weight,2019,736.0,E
Thailand,Tonnes - live weight,2019,963266.56,A
Timor-Leste,Tonnes - live weight,2019,1018.0,E
Togo,Tonnes - live weight,2019,1000.0,A
Tonga,Tonnes - live weight,2019,90.0,E
Trinidad and Tobago,Tonnes - live weight,2019,54.0,A
Tunisia,Tonnes - live weight,2019,24223.2,A
Türkiye,Tonnes - live weight,2019,373356.0,A
Turkmenistan,Tonnes - live weight,2019,140.0,E
Turks and Caicos Islands,Tonnes - live weight,2019,0.0,A
Tuvalu,Tonnes - live weight,2019,2.5,E
Uganda,Tonnes - live weight,2019,102942.7,A
Ukraine,Tonnes - live weight,2019,18603.713,A
United Arab Emirates,Tonnes - live weight,2019,3240.0,E
United Kingdom of Great Britain and Northern Ireland,Tonnes - live weight,2019,233849.22,A
United Republic of Tanzania,Tonnes - live weight,2019,18013.4,A
"United Republic of Tanzania, Zanzibar",Tonnes - live weight,2019,96652.0,A
United States of America,Tonnes - live weight,2019,496094.84,A
United States Virgin Islands,Tonnes - live weight,2019,8.0,E
Uruguay,Tonnes - live weight,2019,120.5,E
Uzbekistan,Tonnes - live weight,2019,81717.0,E
Vanuatu,Tonnes - live weight,2019,16.18,A
Venezuela (Bolivarian Republic of),Tonnes - live weight,2019,33636.0,E
Viet Nam,Tonnes - live weight,2019,4373747.0,A
Yemen,Tonnes - live weight,2019,10.0,E
Zambia,Tonnes - live weight,2019,38480.0,A
Zimbabwe,Tonnes - live weight,2019,20356.01,A
